,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck
896,Mars,0,F/178/S,TRAPPIST-1e,19.0,0,631.0,0.0,834.0,304.0,0.0
897,Earth,0,F/179/S,TRAPPIST-1e,29.0,0,1377.0,0.0,0.0,167.0,0.0
898,Earth,0,E/53/P,TRAPPIST-1e,20.0,0,792.0,0.0,0.0,0.0,0.0
899,Mars,1,F/202/P,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0
900,Earth,1,G/142/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0
901,Earth,1,G/143/P,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0
902,Earth,0,E/54/P,TRAPPIST-1e,21.0,0,0.0,314.0,323.0,1026.0,6.0
903,Earth,0,E/56/P,55 Cancri e,32.0,0,58.0,317.0,448.0,3.0,0.0
904,Earth,1,G/146/S,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0
905,Earth,0,F/203/P,TRAPPIST-1e,24.0,0,0.0,32.0,8.0,0.0,0.0
906,Europa,0,B/40/S,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0
907,Earth,1,G/145/P,PSO J318.5-22,57.0,0,0.0,0.0,0.0,0.0,0.0
908,Earth,0,G/145/P,TRAPPIST-1e,51.0,0,0.0,0.0,4.0,0.0,0.0
909,Earth,1,G/149/S,55 Cancri e,34.0,0,0.0,0.0,0.0,0.0,0.0
910,Earth,0,G/150/S,TRAPPIST-1e,45.0,0,0.0,1.0,13.0,0.0,873.0
911,Earth,0,F/182/S,TRAPPIST-1e,24.0,0,0.0,0.0,718.0,0.0,0.0
912,Earth,0,G/150/S,TRAPPIST-1e,23.0,0,0.0,0.0,490.0,0.0,319.0
913,Earth,1,G/150/S,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0
914,Earth,0,F/182/S,55 Cancri e,20.0,0,0.0,11.0,0.0,136.0,1088.0
915,Earth,1,G/150/S,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0
916,Earth,1,G/150/S,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0
917,Earth,1,G/150/S,TRAPPIST-1e,71.0,0,0.0,0.0,0.0,0.0,0.0
918,Earth,0,E/57/P,55 Cancri e,18.0,0,6.0,0.0,0.0,12.0,704.0
919,Earth,0,F/204/P,TRAPPIST-1e,16.0,0,3.0,0.0,35.0,150.0,478.0
920,Earth,0,G/151/S,TRAPPIST-1e,28.0,0,0.0,3.0,906.0,0.0,0.0
921,Earth,0,E/73/S,TRAPPIST-1e,36.0,0,1.0,784.0,0.0,55.0,149.0
922,Earth,0,G/146/P,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0
923,Earth,0,F/183/S,PSO J318.5-22,26.0,0,0.0,541.0,46.0,4.0,96.0
924,Earth,1,G/152/S,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
925,Europa,0,D/35/S,TRAPPIST-1e,49.0,0,31.0,2727.0,0.0,184.0,135.0
926,Europa,0,D/35/S,TRAPPIST-1e,29.0,0,387.0,942.0,0.0,9927.0,1341.0
927,Europa,0,D/35/S,55 Cancri e,46.0,0,1192.0,1736.0,17.0,21.0,0.0
928,Europa,0,Unknown,55 Cancri e,35.0,1,8030.0,300.0,0.0,0.0,1436.0
929,Europa,1,D/35/S,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0
930,Europa,0,D/35/S,55 Cancri e,37.0,0,4301.0,791.0,0.0,1748.0,91.0
931,Earth,0,F/184/S,55 Cancri e,24.0,0,252.0,0.0,0.0,449.0,0.0
932,Earth,1,G/153/S,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0
933,Earth,0,F/185/S,TRAPPIST-1e,26.0,0,621.0,1.0,98.0,11.0,135.0
934,Europa,1,C/36/P,55 Cancri e,46.0,0,0.0,0.0,0.0,0.0,0.0
935,Mars,0,F/186/S,TRAPPIST-1e,27.0,0,253.0,0.0,880.0,22.0,2.0
936,Europa,0,C/37/P,TRAPPIST-1e,56.0,0,0.0,7447.0,0.0,253.0,35.0
937,Mars,0,D/39/P,TRAPPIST-1e,18.0,0,885.0,0.0,32.0,0.0,0.0
938,Earth,1,G/154/S,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0
939,Mars,0,F/187/S,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0
940,Mars,0,F/187/S,TRAPPIST-1e,42.0,0,1050.0,0.0,715.0,0.0,3.0
941,Mars,1,F/187/S,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0
942,Europa,1,A/11/S,55 Cancri e,56.0,0,0.0,0.0,0.0,0.0,0.0
943,Earth,0,G/156/S,TRAPPIST-1e,20.0,0,0.0,0.0,4.0,9.0,773.0
944,Earth,0,E/74/S,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,791.0
945,Earth,1,E/74/S,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0
946,Earth,0,Unknown,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0
947,Europa,1,C/39/S,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0
948,Europa,1,C/39/S,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0
949,Earth,0,Unknown,TRAPPIST-1e,31.0,0,1633.0,4.0,49.0,6.0,0.0
950,Earth,1,G/148/P,TRAPPIST-1e,58.0,0,0.0,0.0,0.0,0.0,0.0
951,Earth,1,G/149/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0
952,Earth,1,G/158/S,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0
953,Mars,1,F/207/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0
954,Earth,0,F/189/S,TRAPPIST-1e,44.0,0,0.0,131.0,267.0,554.0,0.0
955,Earth,0,F/190/S,TRAPPIST-1e,20.0,0,0.0,15.0,122.0,1125.0,0.0
956,Earth,1,G/150/P,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0
957,Earth,0,F/191/S,TRAPPIST-1e,36.0,0,1.0,1410.0,0.0,1.0,0.0
958,Mars,1,F/208/P,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0
959,Earth,0,Unknown,TRAPPIST-1e,15.0,0,48.0,6.0,0.0,954.0,0.0
960,Earth,0,F/209/P,55 Cancri e,18.0,0,187.0,12.0,0.0,1277.0,0.0
961,Earth,1,G/152/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0
962,Earth,0,G/152/P,55 Cancri e,54.0,0,0.0,5.0,0.0,594.0,209.0
963,Earth,0,G/152/P,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0
964,Earth,0,F/210/P,TRAPPIST-1e,20.0,0,759.0,0.0,106.0,202.0,0.0
965,Earth,1,G/159/S,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0
966,Mars,0,F/211/P,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0
967,Mars,0,F/211/P,TRAPPIST-1e,46.0,0,1454.0,0.0,81.0,38.0,0.0
968,Mars,0,F/211/P,TRAPPIST-1e,31.0,0,231.0,0.0,0.0,279.0,9.0
969,Mars,0,F/211/P,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0
970,Mars,1,F/212/P,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0
971,Earth,0,F/213/P,TRAPPIST-1e,23.0,0,1081.0,0.0,0.0,0.0,7.0
972,Earth,0,F/194/S,TRAPPIST-1e,14.0,0,756.0,84.0,0.0,8.0,99.0
973,Earth,1,G/153/P,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0
974,Earth,1,G/154/P,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0
975,Earth,0,G/155/P,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,675.0,213.0
976,Mars,0,F/214/P,55 Cancri e,13.0,0,4.0,0.0,1973.0,0.0,39.0
977,Earth,1,G/161/S,PSO J318.5-22,24.0,0,0.0,0.0,0.0,0.0,0.0
978,Earth,0,G/163/S,TRAPPIST-1e,47.0,0,0.0,306.0,84.0,499.0,0.0
979,Earth,0,G/164/S,PSO J318.5-22,15.0,0,521.0,162.0,62.0,5.0,0.0
980,Europa,1,Unknown,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0
981,Earth,0,F/215/P,TRAPPIST-1e,49.0,0,0.0,0.0,1526.0,960.0,0.0
982,Europa,0,C/38/P,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0
983,Europa,0,C/38/P,TRAPPIST-1e,44.0,0,0.0,2349.0,7.0,815.0,10896.0
984,Earth,0,F/196/S,TRAPPIST-1e,16.0,0,507.0,0.0,0.0,0.0,0.0
985,Earth,1,G/156/P,TRAPPIST-1e,58.0,0,0.0,0.0,0.0,0.0,0.0
986,Earth,0,F/216/P,TRAPPIST-1e,20.0,0,0.0,537.0,612.0,3.0,0.0
987,Mars,1,F/217/P,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0
988,Mars,1,F/217/P,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0
989,Earth,0,F/197/S,TRAPPIST-1e,21.0,0,2.0,447.0,81.0,74.0,0.0
990,Earth,0,F/198/S,55 Cancri e,22.0,0,0.0,0.0,21.0,0.0,0.0
991,Earth,0,F/199/S,PSO J318.5-22,27.0,0,182.0,0.0,0.0,0.0,376.0
992,Earth,0,F/200/S,TRAPPIST-1e,58.0,0,0.0,0.0,828.0,0.0,96.0
993,Earth,1,F/218/P,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0
994,Mars,1,F/218/P,55 Cancri e,30.0,0,0.0,0.0,0.0,0.0,0.0
995,Europa,1,C/39/P,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0
996,Earth,0,F/201/S,TRAPPIST-1e,19.0,0,0.0,0.0,27.0,53.0,677.0
997,Earth,0,G/166/S,TRAPPIST-1e,57.0,0,0.0,20.0,157.0,21.0,689.0
998,Earth,0,F/219/P,TRAPPIST-1e,26.0,0,0.0,773.0,48.0,0.0,149.0
999,Earth,0,B/38/P,TRAPPIST-1e,38.0,0,0.0,3262.0,0.0,295.0,1374.0
1000,Europa,1,B/38/P,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0
1001,Mars,1,F/202/S,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
1002,Mars,1,F/220/P,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0
1003,Earth,1,G/167/S,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0
1004,Earth,0,T/0/P,TRAPPIST-1e,35.0,0,415.0,1328.0,0.0,14.0,60.0
1005,Europa,1,B/41/S,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0
1006,Europa,1,B/41/S,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
1007,Earth,1,G/161/P,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0
1008,Earth,0,G/162/P,TRAPPIST-1e,37.0,0,0.0,113.0,0.0,283.0,455.0
1009,Earth,0,E/60/P,55 Cancri e,25.0,0,79.0,709.0,0.0,0.0,0.0
1010,Earth,0,G/163/P,55 Cancri e,41.0,0,638.0,0.0,133.0,0.0,0.0
1011,Mars,0,F/204/S,TRAPPIST-1e,50.0,0,202.0,0.0,1108.0,0.0,0.0
1012,Mars,0,F/205/S,TRAPPIST-1e,33.0,0,694.0,0.0,60.0,564.0,0.0
1013,Mars,1,F/206/S,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
1014,Mars,1,F/206/S,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0
1015,Mars,0,F/206/S,TRAPPIST-1e,18.0,0,556.0,0.0,0.0,852.0,6.0
1016,Earth,0,F/207/S,TRAPPIST-1e,31.0,0,0.0,1.0,0.0,16.0,843.0
1017,Earth,0,G/165/P,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0
1018,Earth,1,G/166/P,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0
1019,Earth,0,G/166/P,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0
1020,Earth,1,G/166/P,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0
1021,Earth,0,E/61/P,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,641.0,0.0
1022,Earth,0,G/166/P,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0
1023,Earth,1,G/169/S,PSO J318.5-22,20.0,0,0.0,0.0,0.0,0.0,0.0
1024,Earth,1,D/41/P,55 Cancri e,33.0,0,0.0,0.0,0.0,0.0,0.0
1025,Europa,0,D/41/P,TRAPPIST-1e,26.0,0,0.0,565.0,1.0,677.0,794.0
1026,Mars,1,F/223/P,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0
1027,Mars,0,D/42/P,TRAPPIST-1e,23.0,0,1862.0,59.0,18.0,192.0,0.0
1028,Earth,0,F/224/P,TRAPPIST-1e,60.0,0,437.0,2.0,0.0,0.0,365.0
1029,Europa,1,Unknown,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0
1030,Earth,0,G/170/S,TRAPPIST-1e,27.0,0,233.0,0.0,0.0,0.0,488.0
1031,Mars,1,E/76/S,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0
1032,Earth,0,F/225/P,PSO J318.5-22,22.0,0,0.0,78.0,642.0,0.0,0.0
1033,Mars,0,F/226/P,TRAPPIST-1e,18.0,0,490.0,355.0,298.0,245.0,0.0
1034,Mars,0,F/226/P,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0
1035,Mars,0,F/226/P,TRAPPIST-1e,18.0,0,787.0,0.0,106.0,1710.0,0.0
1036,Mars,0,E/62/P,TRAPPIST-1e,29.0,0,528.0,271.0,99.0,0.0,130.0
1037,Mars,0,F/227/P,PSO J318.5-22,39.0,0,173.0,0.0,660.0,1.0,781.0
1038,Earth,0,F/208/S,TRAPPIST-1e,17.0,0,82.0,0.0,263.0,16.0,515.0
1039,Mars,0,F/211/S,TRAPPIST-1e,58.0,0,55.0,0.0,756.0,246.0,100.0
1040,Mars,1,F/211/S,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0
1041,Europa,0,C/42/S,TRAPPIST-1e,23.0,0,0.0,24.0,0.0,55.0,7516.0
1042,Europa,0,C/42/S,55 Cancri e,26.0,0,8.0,6138.0,0.0,3.0,754.0
1043,Europa,0,B/39/P,55 Cancri e,40.0,0,0.0,4076.0,6124.0,58.0,100.0
1044,Earth,0,E/78/S,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,719.0
1045,Mars,0,E/79/S,TRAPPIST-1e,38.0,1,936.0,0.0,363.0,0.0,0.0
1046,Mars,0,E/79/S,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0
1047,Earth,1,G/173/S,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0
1048,Earth,0,G/174/S,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0
1049,Earth,0,Unknown,TRAPPIST-1e,36.0,0,0.0,3011.0,0.0,0.0,98.0
1050,Earth,1,G/174/S,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0
1051,Earth,0,E/63/P,TRAPPIST-1e,18.0,0,855.0,0.0,51.0,0.0,0.0
1052,Earth,0,F/229/P,PSO J318.5-22,55.0,0,98.0,46.0,0.0,743.0,0.0
1053,Europa,0,B/40/P,TRAPPIST-1e,28.0,0,0.0,402.0,0.0,135.0,9010.0
1054,Europa,1,B/43/S,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0
1055,Earth,0,E/80/S,TRAPPIST-1e,28.0,0,2.0,0.0,0.0,787.0,3.0
1056,Mars,1,E/81/S,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0
1057,Mars,0,D/38/S,55 Cancri e,20.0,0,0.0,3.0,3505.0,199.0,17.0
1058,Earth,1,Unknown,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0
1059,Mars,0,E/64/P,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0
1060,Europa,1,Unknown,55 Cancri e,13.0,0,0.0,0.0,0.0,0.0,0.0
1061,Earth,0,G/175/S,TRAPPIST-1e,32.0,0,0.0,1755.0,0.0,0.0,67.0
1062,Europa,0,B/46/S,TRAPPIST-1e,53.0,0,0.0,143.0,1632.0,3.0,756.0
1063,Europa,1,B/46/S,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0
1064,Europa,1,B/46/S,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0
1065,Earth,1,G/176/S,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0
1066,Earth,0,G/173/P,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,908.0
1067,Earth,0,G/177/S,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0
1068,Earth,0,F/217/S,TRAPPIST-1e,35.0,0,482.0,0.0,884.0,0.0,30.0
1069,Earth,0,G/177/S,TRAPPIST-1e,55.0,0,412.0,97.0,3.0,0.0,0.0
1070,Earth,0,F/232/P,55 Cancri e,26.0,0,620.0,0.0,187.0,0.0,1304.0
1071,Europa,1,B/42/P,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,0.0,0.0
1072,Europa,1,C/42/P,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0
1073,Europa,0,C/42/P,55 Cancri e,27.0,0,0.0,122.0,2138.0,7368.0,1213.0
1074,Europa,0,C/42/P,TRAPPIST-1e,30.0,0,0.0,5225.0,0.0,8.0,1933.0
1075,Europa,0,Unknown,55 Cancri e,39.0,0,0.0,5212.0,2.0,118.0,61.0
1076,Europa,1,C/42/P,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0
1077,Europa,1,C/42/P,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0
1078,Europa,0,C/42/P,55 Cancri e,34.0,0,2386.0,841.0,76.0,26.0,1693.0
1079,Earth,0,G/178/S,55 Cancri e,8.0,0,0.0,0.0,0.0,0.0,0.0
1080,Earth,0,G/178/S,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0
1081,Earth,1,G/178/S,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0
1082,Earth,0,G/178/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0
1083,Earth,0,G/178/S,55 Cancri e,10.0,0,0.0,0.0,0.0,0.0,0.0
1084,Earth,1,G/179/S,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0
1085,Mars,0,F/218/S,TRAPPIST-1e,41.0,0,29.0,0.0,1095.0,0.0,4.0
1086,Earth,1,G/174/P,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0
1087,Europa,1,B/43/P,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0
1088,Europa,1,B/43/P,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0
1089,Europa,1,B/43/P,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0
1090,Earth,0,F/233/P,TRAPPIST-1e,26.0,0,131.0,799.0,0.0,0.0,16.0
1091,Earth,1,G/175/P,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0
1092,Europa,0,B/47/S,TRAPPIST-1e,27.0,0,0.0,2987.0,2.0,3072.0,67.0
1093,Europa,1,B/47/S,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0
1094,Europa,0,B/48/S,55 Cancri e,28.0,0,0.0,11330.0,72.0,43.0,461.0
1095,Europa,0,B/48/S,55 Cancri e,19.0,0,0.0,1291.0,0.0,16139.0,687.0
1096,Europa,0,C/45/S,TRAPPIST-1e,31.0,0,0.0,1847.0,0.0,103.0,694.0
1097,Earth,0,F/235/P,55 Cancri e,35.0,0,0.0,1328.0,5.0,0.0,7.0
1098,Europa,0,B/44/P,55 Cancri e,46.0,0,0.0,7201.0,0.0,32.0,2587.0
1099,Europa,0,B/44/P,TRAPPIST-1e,37.0,0,636.0,333.0,0.0,205.0,67.0
1100,Europa,1,B/44/P,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0
1101,Europa,1,B/44/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0
1102,Europa,0,C/43/P,55 Cancri e,30.0,0,0.0,3564.0,926.0,1.0,1920.0
1103,Mars,1,F/236/P,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0
1104,Earth,0,E/69/P,TRAPPIST-1e,16.0,0,0.0,58.0,12.0,68.0,653.0
1105,Mars,0,F/221/S,TRAPPIST-1e,40.0,0,2357.0,0.0,9.0,0.0,0.0
1106,Earth,0,E/83/S,TRAPPIST-1e,23.0,0,0.0,0.0,279.0,0.0,512.0
1107,Earth,0,G/182/S,PSO J318.5-22,24.0,0,96.0,592.0,12.0,0.0,0.0
1108,Earth,1,G/176/P,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0
1109,Mars,1,F/223/S,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0
1110,Europa,1,C/44/P,TRAPPIST-1e,59.0,0,0.0,0.0,0.0,0.0,0.0
1111,Earth,0,F/224/S,TRAPPIST-1e,20.0,0,0.0,0.0,600.0,0.0,0.0
1112,Europa,1,B/49/S,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0
1113,Earth,0,F/225/S,TRAPPIST-1e,19.0,0,0.0,0.0,957.0,4.0,0.0
1114,Mars,1,F/237/P,55 Cancri e,64.0,0,0.0,0.0,0.0,0.0,0.0
1115,Mars,0,E/70/P,TRAPPIST-1e,24.0,0,2997.0,0.0,3.0,0.0,7.0
1116,Mars,0,F/237/P,TRAPPIST-1e,23.0,0,60.0,1356.0,0.0,0.0,0.0
1117,Mars,0,E/71/P,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,679.0,0.0
1118,Earth,0,G/183/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0
1119,Earth,0,G/183/S,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0
1120,Earth,1,G/183/S,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0
1121,Earth,0,F/227/S,TRAPPIST-1e,48.0,0,0.0,33.0,654.0,0.0,113.0
1122,Earth,0,G/183/S,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0
1123,Earth,0,F/228/S,TRAPPIST-1e,30.0,0,0.0,575.0,180.0,4.0,44.0
1124,Earth,0,G/184/S,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0
1125,Earth,0,G/184/S,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0
1126,Europa,0,C/46/P,TRAPPIST-1e,58.0,0,204.0,4227.0,0.0,3026.0,61.0
1127,Earth,0,E/72/P,TRAPPIST-1e,52.0,0,0.0,243.0,464.0,71.0,8.0
1128,Earth,0,F/229/S,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,1583.0
1129,Earth,0,F/238/P,TRAPPIST-1e,32.0,0,600.0,670.0,0.0,187.0,0.0
1130,Europa,1,B/50/S,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0
1131,Europa,1,B/50/S,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0
1132,Earth,0,F/239/P,55 Cancri e,28.0,0,2.0,558.0,0.0,0.0,0.0
1133,Europa,0,B/45/P,55 Cancri e,32.0,1,0.0,122.0,3700.0,337.0,1388.0
1134,Mars,0,Unknown,TRAPPIST-1e,28.0,0,42.0,1116.0,0.0,0.0,0.0
1135,Earth,0,E/73/P,TRAPPIST-1e,16.0,0,0.0,0.0,752.0,0.0,235.0
1136,Europa,0,B/51/S,55 Cancri e,50.0,1,0.0,5473.0,0.0,703.0,6381.0
1137,Earth,0,F/241/P,TRAPPIST-1e,20.0,0,71.0,8.0,513.0,354.0,0.0
1138,Earth,0,G/178/P,TRAPPIST-1e,23.0,0,0.0,0.0,6.0,30.0,200.0
1139,Earth,1,G/179/P,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,0.0,0.0
1140,Earth,0,G/179/P,TRAPPIST-1e,23.0,0,393.0,510.0,0.0,0.0,5.0
1141,Earth,1,G/186/S,PSO J318.5-22,53.0,0,0.0,0.0,0.0,0.0,0.0
1142,Earth,1,G/186/S,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0
1143,Earth,1,G/186/S,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0
1144,Earth,1,G/186/S,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0
1145,Earth,0,F/232/S,55 Cancri e,13.0,0,1.0,212.0,843.0,78.0,10.0
1146,Earth,1,G/186/S,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0
1147,Earth,0,G/186/S,55 Cancri e,1.0,0,0.0,0.0,0.0,0.0,0.0
1148,Earth,0,G/180/P,TRAPPIST-1e,40.0,0,0.0,1.0,195.0,560.0,0.0
1149,Earth,0,F/242/P,TRAPPIST-1e,51.0,0,0.0,0.0,800.0,0.0,4.0
1150,Earth,1,G/181/P,55 Cancri e,31.0,0,0.0,0.0,0.0,0.0,0.0
1151,Earth,1,G/187/S,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0
1152,Earth,0,G/182/P,TRAPPIST-1e,20.0,0,65.0,905.0,0.0,0.0,0.0
1153,Earth,0,F/243/P,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,2143.0,7.0
1154,Europa,0,E/76/P,TRAPPIST-1e,23.0,0,0.0,592.0,0.0,345.0,810.0
1155,Earth,0,G/188/S,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0
1156,Earth,0,E/87/S,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,1608.0,1.0
1157,Earth,0,G/183/P,TRAPPIST-1e,75.0,0,0.0,493.0,0.0,131.0,132.0
1158,Europa,1,C/48/S,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0
1159,Earth,0,F/244/P,TRAPPIST-1e,18.0,0,2.0,1311.0,60.0,28.0,1.0
1160,Mars,1,Unknown,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0
1161,Mars,0,E/89/S,TRAPPIST-1e,59.0,0,142.0,0.0,907.0,0.0,0.0
1162,Earth,0,F/245/P,TRAPPIST-1e,27.0,0,0.0,0.0,863.0,33.0,2.0
1163,Earth,0,G/189/S,TRAPPIST-1e,38.0,0,354.0,34.0,0.0,291.0,229.0
1164,Mars,1,E/77/P,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0
1165,Europa,1,C/49/S,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0
1166,Europa,0,C/49/S,55 Cancri e,29.0,0,0.0,42.0,0.0,4651.0,661.0
1167,Earth,1,G/184/P,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0
